ma_sp,thang,sl_ban,dt_ban,dt_ban_gv,sl_nhap,ds_nhap
1193669000697,2025/T06,1835,3563238.0295,3578905.828999999,0,0
1193669000699,2025/T06,156,742857.1468,450680.7552000001,0,0
1193669000705,2025/T06,7,2866.6666,2792.9545,0,0
1193669000706,2025/T06,100,25714.2857,23750.0,0,0
1193669000707,2025/T06,1314,1751999.9696,1557319.5558,0,0
1193669000712,2025/T06,217,620000.0093,386133.1635000003,0,0
1193669000713,2025/T06,833,1586666.6627,683046.4221000001,0,0
1193669000714,2025/T06,410,1249523.789999999,1013536.6686,0,0
1193669000717,2025/T06,4,4304.762,3761.876,0,0
1193669000723,2025/T06,0,0.0,0.0,0,0
1193669000724,2025/T06,0,0.0,0.0,0,0
1193669000727,2025/T06,248,1228190.4874,1129935.3432,10,574080
1193669000729,2025/T06,419,598571.4237999999,343676.9936000001,0,0
1193669000732,2025/T06,14370,34214303.08000001,26291065.57540001,91,3497520
1193669000735,2025/T06,17,56666.6661,52861.73629999999,0,0
1193669000738,2025/T06,113,322857.1473,172968.3203,0,0
1193669000739,2025/T06,426,1014285.721600001,623865.6179999994,0,0
1193669000741,2025/T06,915,2178571.445,1729350.0,0,0
1193669000743,2025/T06,0,0.0,0.0,0,0
1193669000745,2025/T06,4597,43780952.27359997,18391523.83229998,0,0
1193669000747,2025/T06,308,2249819.046199999,1799130.656400001,0,0
1193669000749,2025/T06,235,1678571.4194,1499523.25,0,0
1193669000754,2025/T06,171,2182459.0548,1643714.2848,0,0
1193669000755,2025/T06,237,1128571.4376,970574.25,0,0
1193669000756,2025/T06,85,647619.0460000001,526192.5,0,0
1193669000757,2025/T06,0,0.0,0.0,0,0
1193669000760,2025/T06,524,748571.4177999999,645212.2096,6,388305
1193669000761,2025/T06,186,301142.8538,253517.6466,0,0
1193669000763,2025/T06,1332,5201142.851399998,3298285.745999999,0,0
1193669000765,2025/T06,98,653333.3352000001,559999.9986,0,0
1193669000770,2025/T06,0,0.0,0.0,0,0
1193669000771,2025/T06,4,68571.4284,50531.4828,0,0
1193669000772,2025/T06,50,357142.855,333332.5,0,0
1193669000773,2025/T06,232,2099047.608999999,1767619.6,0,0
1193669000775,2025/T06,3698,12326666.5525,6330909.062300002,0,0
1193669000778,2025/T06,54,205714.2852,121312.1829,0,0
1193669000783,2025/T06,205,3592380.9478,3395190.484,0,0
1193669000784,2025/T06,339,968571.4405,766785.7271999997,0,0
1193669000785,2025/T06,2366,14646666.6892,13050555.518,0,0
1193669000787,2025/T06,12063,3446571.5015,3331686.0015,11,1595000
1193669000789,2025/T06,42,360000.0001,291270.0,0,0
1193669000793,2025/T06,6372,15171428.66880002,8971281.615200024,203,9186156
1193669000794,2025/T06,9085,39711609.7713999,31156638.64900001,0,0
1193669000795,2025/T06,2982,26041257.0612,20249528.00340002,14,612000
1193669000798,2025/T06,1610,9199999.977,6160933.387,0,0
1193669000799,2025/T06,312,1337142.861299999,1310400.0,0,0
1193669000803,2025/T06,6,197142.8574,120000.0,0,0
1193669000806,2025/T06,18,34285.7142,15351.3396,0,0
1193669000809,2025/T06,225,1500000.007499999,1384410.5775,0,0
1193669000810,2025/T06,671,7010666.680200003,6028055.665999999,0,0
1193669000813,2025/T06,218,1453333.3392,1284589.0672,0,0
1193669000814,2025/T06,277,229514.2807,213664.9472,0,0
1193669000818,2025/T06,21,39999.9999,35280.0,0,0
1193669000820,2025/T06,1055,10550000.0,9211502.981500003,86,11377800
1193669000822,2025/T06,0,0.0,0.0,0,0
1193669000826,2025/T06,22,188571.4292,165523.6,0,0
1193669000828,2025/T06,109,1764761.9058,1561295.2573,0,0
1193669000831,2025/T06,335,957142.8715,718345.726,0,0
1193669000842,2025/T06,39,3157142.859000001,2228571.426899999,0,0
1193669000844,2025/T06,52,309523.812,297142.8564,0,0
1193669000852,2025/T06,0,0.0,0.0,0,0
1193669000853,2025/T06,0,0.0,0.0,0,0
1193669000857,2025/T06,85,809523.8082,728571.431,1,270000
1193669000863,2025/T06,0,0.0,0.0,0,0
1193669000864,2025/T06,805,17633333.33100001,12642333.32950001,0,0
1193669000865,2025/T06,1014,453885.6756000001,447934.5,0,0
1193669000871,2025/T06,5,31619.0475,28552.381,0,0
1193669000873,2025/T06,89,127142.8546,114428.5727,1,81000
1193669000884,2025/T06,222,4228571.42,3805714.276200001,0,0
1193669000885,2025/T06,61,1742857.144,1554047.6205,0,0
1193669000889,2025/T06,329,5826095.2343,4527501.7116,12,2411640
1193669000890,2025/T06,579,3771238.088199997,2708480.824200001,90,5896800
1193669000891,2025/T06,274,1918773.332,1365117.9696,34,5997600
1193669000896,2025/T06,893,850476.2282000001,759050.0,0,0
1193670000008,2025/T06,0,0.0,0.0,0,0
1193670000009,2025/T06,605,55259443.79220001,51836499.80289987,225,20250000
1193670000017,2025/T06,37866,91407983.00860009,73303853.64900021,0,0
1193670000019,2025/T06,504,25919999.98560001,25832840.50490001,0,0
1193670000020,2025/T06,35,91695.23900000002,83713.10850000005,0,0
1193670000028,2025/T06,2068,7878095.222599994,6410207.241199996,50,4848360
1193670000031,2025/T06,990,24985788.56169992,22501964.09559993,27,1277370
1193670000032,2025/T06,312,7131504.766499996,6416259.593200019,67,2947330
1193670000033,2025/T06,157,67243809.52160001,64730983.5578,0,0
1193670000037,2025/T06,31,1476190.4756,1284303.3245,0,0
1193670000041,2025/T06,0,0.0,0.0,0,0
1193670000045,2025/T06,8744,10409528.65100001,4097806.392899999,0,0
1193670000046,2025/T06,7526,7167619.396500004,3301434.9356,0,0
1193670000048,2025/T06,609,678599.9936999999,607108.8113999999,18,616660
1193670000051,2025/T06,1261,840666.7054000004,535887.2961,0,0
1193670000052,2025/T06,40053,43848600.17189993,32618646.5163,0,0
1193670000053,2025/T06,9,542857.1425000001,565714.2860999999,0,0
1193670000055,2025/T06,55127,73500026.52110001,69682083.4946,0,0
1193670000059,2025/T06,113,6995238.094700013,5651876.894599994,0,0
1193670000061,2025/T06,6042,7191919.081600005,5010553.949799993,0,0
1193670000064,2025/T06,14,13325714.2854,13551830.222,13,13213044
1193670000066,2025/T06,4034,316497142.7494,261249144.9243003,3440,264044000
1193670000068,2025/T06,12517,8858999.88350001,8260674.637599996,0,0
1193670000069,2025/T06,226,26142857.14520003,25811719.73300002,85,10200000
1193670000074,2025/T06,84,5600000.002799999,5268634.7364,0,0
1193670000076,2025/T06,6494,12369142.82920002,9084807.506699985,203,8932000
1193670000079,2025/T06,77,4365714.282500002,3293132.796799996,0,0
1193670000080,2025/T06,74,4194285.711200002,3984926.7362,23,1240620
1193670000082,2025/T06,0,0.0,0.0,0,0
1195276000021,2025/T06,3300,138155809.5077997,112144998.1646997,12840,461729100
1193670000087,2025/T06,0,0.0,0.0,0,0
1193670000091,2025/T06,2736,16795687.6522,15634285.94879998,36,12960000
1193670000092,2025/T06,40,7085714.283999996,6519856.143200003,18,3269538
1193670000093,2025/T06,26,8129714.286300002,8037097.970799999,2,671856
1193670000096,2025/T06,9,857142.8568,650124.5378,0,0
1193670000098,2025/T06,0,0.0,0.0,0,0
1193670000099,2025/T06,41,1366666.665300001,1151714.630099999,0,0
1193670000108,2025/T06,15837,6005375.490000002,6079048.231200006,150,6624000
1193670000109,2025/T06,0,0.0,0.0,0,0
1193670000112,2025/T06,32,4482285.713199998,4030560.790399999,0,0
1193670000114,2025/T06,123483,470411967.4057997,362940046.5924001,2864,442130000
1193670000115,2025/T06,0,0.0,0.0,9,726750
1193670000116,2025/T06,28,20189714.2864,19134626.5488,21,14785890
1193670000118,2025/T06,1848,2111999.9378,1516277.113600002,0,0
1193670000119,2025/T06,0,0.0,0.0,0,0
1193670000121,2025/T06,27103,12647227.47139997,9704993.454599995,0,0
1193670000123,2025/T06,2396,2884266.606400001,1849419.208799999,0,0
1193670000126,2025/T06,225,577619.0519999999,482132.8125,0,0
1193670000127,2025/T06,0,0.0,0.0,0,0
1193670000133,2025/T06,561,965523.8189999998,771314.9169,0,0
1193670000137,2025/T06,480,360952.3935000001,194287.536,0,0
1193670000140,2025/T06,973,1797733.3122,1765483.396600001,0,0
1193670000142,2025/T06,878,2493142.8875,2107350.4892,24,1764000
1193670000150,2025/T06,0,0.0,0.0,0,0
1193670000158,2025/T06,804,4249714.2966,2701260.627599998,0,0
1193670000159,2025/T06,12,22857.1428,25425.6204,0,0
1195276000026,2025/T06,468,378857.1394,321621.0192000001,0,0
1193670000162,2025/T06,429,489371.4193,337841.1465000001,0,0
1193670000163,2025/T06,0,0.0,0.0,0,0
1193670000164,2025/T06,0,0.0,0.0,0,0
1193670000177,2025/T06,0,0.0,0.0,0,0
1193670000180,2025/T06,12209,12605789.93579998,10181819.41530003,210,19143600
1193670000181,2025/T06,1788,1771942.795599999,1517201.4996,0,0
1193670000182,2025/T06,43,1146666.668099999,1033013.283700001,0,0
1193670000183,2025/T06,37,1127619.0485,923902.9204000004,20,589760
1193670000192,2025/T06,262,374285.7068,322774.1225999999,0,0
1193670000193,2025/T06,3626,4495238.026300002,3872289.1606,57,2197350
1193670000194,2025/T06,0,0.0,0.0,0,0
1193670000197,2025/T06,36198,11668993.67340002,9933158.003400002,550,18400000
1193670000198,2025/T06,0,0.0,0.0,0,0
1193670000199,2025/T06,24,502857.1439999999,483146.2061999999,0,0
1193670000222,2025/T06,875,1084799.9616,799999.4625000004,0,0
1193670000223,2025/T06,0,0.0,0.0,0,0
1193670000229,2025/T06,71,196095.2408,147743.7765,0,0
1193670000231,2025/T06,0,0.0,0.0,0,0
1193670000238,2025/T06,0,0.0,0.0,0,0
1193670000244,2025/T06,15,457142.8575,384294.3045,0,0
1193670000245,2025/T06,0,0.0,0.0,0,0
1193670000252,2025/T06,1267,205062.8955,185999.6544,0,0
1193670000253,2025/T06,106,201904.7617,166749.6176,0,0
1193670000254,2025/T06,14856,21192011.06990002,15110839.80279998,248,7951500
1193670000256,2025/T06,1555,1925238.087299999,1385568.872,5,112200
1193670000259,2025/T06,957,1822857.1383,1029347.8952,0,0
1193670000260,2025/T06,0,0.0,0.0,0,0
1193670000263,2025/T06,424,484571.4147,375544.4744,0,0
1193670000264,2025/T06,2306,2535314.228799999,2038360.126,24,1339200
1193670000266,2025/T06,177,24342857.14950001,21426953.1348,0,0
1193670000268,2025/T06,66,27529523.8089,27308428.50570001,66,30210246
1193670000269,2025/T06,0,0.0,0.0,0,0
1193670000270,2025/T06,0,0.0,0.0,0,0
1193670000455,2025/T06,1108,1876038.098,1809926.859200001,0,0
1193670000278,2025/T06,0,0.0,0.0,0,0
1193670000284,2025/T06,773,1710476.193000001,1622289.689,0,0
1193670000286,2025/T06,1058,6042285.704499999,5541904.510000001,0,0
1193670000291,2025/T06,770,16548571.4301,17091767.0,10,6992090
1193670000292,2025/T06,1,93333.3333,57142.8576,0,0
1193670000295,2025/T06,52,950857.1435999996,636720.1515999996,0,0
1193670000296,2025/T06,38,694857.1434,465260.3073999999,0,0
1193670000298,2025/T06,4109,15991596.17650003,14974264.89200003,219,11733582
1193670000300,2025/T06,0,0.0,0.0,0,0
1193670000301,2025/T06,6,324000.0,128095.2402,0,0
1193670000304,2025/T06,0,0.0,0.0,0,0
1193670000305,2025/T06,110,385790.4744999999,314429.4549999997,44,129360
1193670000306,2025/T06,85,4350857.140399992,3121575.741200004,23,883200
1193670000308,2025/T06,67,258428.5725,146762.763,0,0
1193670000310,2025/T06,0,0.0,0.0,0,0
1193670000312,2025/T06,93,412380.954,276253.9567,0,0
1193670000315,2025/T06,373,2307809.527399998,2058064.8,0,0
1193670000317,2025/T06,1825,6181828.526299987,4120576.250000002,0,0
1193670000319,2025/T06,1284,2065028.576500001,1560690.3156,0,0
1193670000456,2025/T06,4905,13338962.0488,10888370.43260001,0,0
1193670000323,2025/T06,58,82857.1412,46199.3838,0,0
1193670000325,2025/T06,484,1382857.161,673460.3963999999,0,0
1193670000326,2025/T06,44,6704761.905599996,5817788.910599997,83,11553600
1193670000328,2025/T06,870,14719154.2676,10409142.8574,0,0
1193670000329,2025/T06,145,2591238.096100003,2465000.0,49,874650
1193670000331,2025/T06,570,1357142.866799999,910642.8869999998,9,301950
1193670000335,2025/T06,481,824571.4216999995,568151.2836999999,0,0
1193670000338,2025/T06,3,57142.857,49371.429,0,0
1193670000340,2025/T06,632,6320000.0,3866666.6728,0,0
1193670000341,2025/T06,0,0.0,0.0,0,0
1193670000342,2025/T06,22,780952.3799999997,597142.854,0,0
1193670000344,2025/T06,244,2873447.6206,2928000.0,0,0
1193670000346,2025/T06,1,3904.7619,2380.9524,0,0
1193670000351,2025/T06,320,1202666.6768,1001065.12,0,0
1193670000352,2025/T06,416,1980952.3923,1628877.1616,0,0
1193670000355,2025/T06,398,1592000.0,1196461.7892,0,0
1193670000357,2025/T06,0,0.0,0.0,0,0
1193670000358,2025/T06,3,85714.2858,74350.11360000001,0,0
1193670000360,2025/T06,632,726571.4043000002,637182.9687999998,0,0
1193670000362,2025/T06,790,2110857.1582,2015306.116,0,0
1193670000364,2025/T06,387,221142.8637,156642.8553,0,0
1193670000366,2025/T06,30,20571.429,18797.631,0,0
1193670000368,2025/T06,0,0.0,0.0,0,0
1193670000369,2025/T06,6,205714.2858,125712.0,0,0
1193670000421,2025/T06,584,26678857.13460009,20513109.5778,1470,54243000
1193670000420,2025/T06,1031,47126857.12820009,36232624.75369994,1830,67527000
1193670000373,2025/T06,18,255428.5711,192857.4498,0,0
1193670000377,2025/T06,21647,101019415.4246002,90894066.6659,0,0
1193670000381,2025/T06,1068,6611428.577500003,5674306.748400012,0,0
1193670000383,2025/T06,5114,48217714.24579998,40783428.5713,0,0
1193670000385,2025/T06,761,1811904.7764,1038765.0,0,0
1193670000386,2025/T06,21,23439999.9993,21273630.32250001,15,16041360
1193670000388,2025/T06,225863,44476952.2514,150575318.2758,0,0
1193670000389,2025/T06,55,3404761.904499997,2281190.477500001,53,2308150
1193670000390,2025/T06,39,37847619.04720001,36113058.50840002,0,0
1193670000391,2025/T06,38,3619047.617599999,3231747.194400001,14,1200990
1193670000393,2025/T06,9,600000.0003,431568.0,5,239160
1193670000397,2025/T06,15,2357142.8565,2197999.9995,0,0
1193670000405,2025/T06,191,600285.7088,454478.475,2,99600
1193670000410,2025/T06,12,1165714.2855,1177714.2852,0,0
1193670000412,2025/T06,541,3220238.1154,2833809.5032,10,1650000
1193670000414,2025/T06,82,577904.758,476380.9516,0,0
1193670000422,2025/T06,27,2545714.286100001,1735146.4923,0,0
1193670000423,2025/T06,28,1866666.667599999,1247797.423599999,0,0
1193670000424,2025/T06,81,8100000.0,7131754.913800011,65,6435000
1193670000425,2025/T06,719,25266702.86580001,25718493.303,0,0
1193671000003,2025/T06,0,0.0,0.0,0,0
1193671000006,2025/T06,723,61971494.27540018,51545704.80510011,0,0
1193671000007,2025/T06,136,7771428.565600001,5518869.193599998,0,0
1193671000016,2025/T06,0,0.0,0.0,0,0
1193671000017,2025/T06,0,0.0,0.0,0,0
1193671000018,2025/T06,2333,565550628.6579993,557095038.7743989,234,293371650
1193671000019,2025/T06,489,132666666.6536002,132794460.4431997,224,319725952
1193671000020,2025/T06,276,283885.7093,222263.7384,0,0
1193671000026,2025/T06,5,879999.9998999999,1060690.0795,0,0
1193671000027,2025/T06,0,0.0,0.0,0,0
1193672000017,2025/T06,5498,38082543.01229993,34848616.62740002,121,24175800
1193672000020,2025/T06,17829,71316129.5238,65233817.7258001,127,48895000
1193672000021,2025/T06,2315,5511904.778999995,3806885.208800005,30,1710000
1193672000022,2025/T06,336589,1437224932.453202,1224719553.395298,0,0
1193672000023,2025/T06,2550,20764285.6179,20023571.55,7,5771500
1193672000028,2025/T06,2,6613.3332,6622.0626,0,0
1193672000029,2025/T06,3758,8167314.294200006,7873922.0962,23,5060000
1193672000030,2025/T06,2136,4234409.524,3298653.802000001,13,1737450
1193672000032,2025/T06,0,0.0,0.0,0,0
1193675000009,2025/T06,980,41922857.18459986,35152784.59390009,3416,125538000
1193675000017,2025/T06,4525,64638095.28239995,55749035.47199991,210,56490000
1193675000035,2025/T06,10,144761.905,167610.143,0,0
1193675000034,2025/T06,688,52167619.0524999,47410822.83850014,0,0
1193676000017,2025/T06,23781,67766667.24430001,63852021.40790001,464,53719600
1193676000019,2025/T06,0,0.0,0.0,0,0
1193676000020,2025/T06,0,0.0,0.0,0,0
1193676000021,2025/T06,10676,26304495.43100001,24042537.08940002,0,0
1193678000086,2025/T06,571,10325228.57420002,8907564.649899986,360,5882400
1193678000088,2025/T06,0,0.0,0.0,0,0
1193678000170,2025/T06,6272,56883199.88960003,50615669.25459976,101,25694400
1193678000091,2025/T06,1376,24899047.62559992,21525613.30590013,2400,39216000
1193678000098,2025/T06,0,0.0,0.0,0,0
1193678000101,2025/T06,296,18988604.77259998,18667939.23460003,330,22410300
1193678000102,2025/T06,1245,20153109.53569989,19176015.86880003,720,11663280
1193678000103,2025/T06,431,9026285.734800007,8295886.229500001,83,1693200
1193678000105,2025/T06,192,8185714.293800016,7314299.294400012,0,0
1193678000108,2025/T06,952,12693333.30160004,12220832.66129993,0,0
1193678000111,2025/T06,0,0.0,0.0,0,0
1193678000113,2025/T06,620,11788498.08079997,7679424.268499985,0,0
1193678000116,2025/T06,1717,62139178.11159983,61266967.1565998,2016,75642336
1193678000117,2025/T06,0,0.0,0.0,0,0
1193678000119,2025/T06,924,13628190.51120001,12637317.0942,0,0
1193678000120,2025/T06,3,85714.2858,81599.2326,0,0
1193678000122,2025/T06,901,90100000.0,86449035.7445,0,0
1193678000124,2025/T06,0,0.0,0.0,0,0
1193678000125,2025/T06,336,21760022.86999998,18422435.3308,137,7918600
1193678000128,2025/T06,159,2574285.715799999,2302146.605699998,96,1468800
1193678000129,2025/T06,0,0.0,0.0,0,0
1193678000135,2025/T06,132,6285714.28320001,5323628.877000005,95,4037500
1193678000136,2025/T06,474,8087999.980000007,8211605.073300008,90,1690830
1193678000137,2025/T06,64,1860190.479200002,1937311.315200001,0,0
1193678000139,2025/T06,410,7028571.411000004,6698630.261499996,310,5802580
1193678000142,2025/T06,238,10852571.42530003,9272773.692700006,110,4500000
1193678000171,2025/T06,4416,6725790.443700028,5761753.144899993,1017,13731534
1193678000146,2025/T06,1740,69552380.95199999,55917541.32119995,4400,178200000
1193678000150,2025/T06,536,15314285.72960002,13370683.23409998,0,0
1193678000172,2025/T06,4903,46594494.17160001,45127548.2163,9,4275000
1193678000152,2025/T06,105,2689714.284299996,2498095.247699997,0,0
1193678000153,2025/T06,46,1134095.2398,983904.0601999994,0,0
1193678000173,2025/T06,2951,41557142.87299996,37501158.48869996,42,16833600
1193678000155,2025/T06,936,61206285.70190026,58008062.32440005,1810,117785750
1193678000162,2025/T06,660,8164000.012499996,7562687.093500027,20,249380
1193678000163,2025/T06,2410,121647735.2956003,103990302.2685996,1490,72542140
1193678000164,2025/T06,0,0.0,0.0,0,0
1193678000165,2025/T06,25127,478924762.2163,452521686.5827002,25000,472875000
1193678000167,2025/T06,963,26597142.83879996,23168142.79120009,1232,31136000
1193678000169,2025/T06,34,9966666.665899996,9138470.876800004,0,0
1193678000177,2025/T06,0,0.0,0.0,0,0
1193678000179,2025/T06,548,7828571.436400027,6205480.32159998,0,0
1193678000180,2025/T06,465,35428571.43299992,34187299.6965,0,0
1193678000181,2025/T06,673,5763428.590700023,5174259.732799985,0,0
1193678000182,2025/T06,0,0.0,0.0,0,0
1193678000183,2025/T06,722,10240000.00920001,9201163.68860001,250,3516250
1193678000185,2025/T06,430,43000005.7143,41246559.90639994,0,0
1193678000187,2025/T06,167,47142857.14070008,45211711.2028001,0,0
1193678000188,2025/T06,835,11101333.30510002,7905616.90520002,744,7566000
1193689000546,2025/T06,2065,117999999.9115,85306857.27630015,1344,56462784
1193678000193,2025/T06,385,36757238.08520001,32151873.08119991,0,0
1193678000194,2025/T06,579,90985714.26089989,86022858.2015999,0,0
1193678000196,2025/T06,70,4699999.997699997,4822484.994500005,45,3225960
1193678000197,2025/T06,5,82285.71410000001,81728.55249999999,0,0
1193678000199,2025/T06,0,0.0,0.0,0,0
1193678000201,2025/T06,92,6045714.284399994,5199053.307,0,0
1193678000205,2025/T06,387,20639999.9870999,17326184.46750002,0,0
1193678000234,2025/T06,3106,16249619.00610001,14978622.18300002,57,8721000
1193678000209,2025/T06,124,13471428.56849999,13342857.16550002,0,0
1193678000210,2025/T06,50,1095238.095,865836.5499,58,1084658
1193678000212,2025/T06,985,106139428.6001,98111973.2279998,0,0
1193678000218,2025/T06,20,5733333.334,5679761.082,20,5645640
1193678000223,2025/T06,121,32624569.52160005,32350548.38530005,0,0
1193678000226,2025/T06,0,0.0,0.0,0,0
1193678000227,2025/T06,132,25640000.0,22678045.08449997,65,11700000
1193678000228,2025/T06,2075,49404806.6469003,42655299.47640009,2155,46246300
1193678000231,2025/T06,2506,45306857.15499986,44653745.44539996,5767,108361930
1193678000232,2025/T06,970,30485714.25800008,28297579.2536001,0,0
1193678000238,2025/T06,0,0.0,0.0,0,0
1193678000248,2025/T06,240,26027809.5176,22618051.48800004,0,0
1193678000256,2025/T06,546,7020000.02339999,7002866.390400001,100,1335000
1193678000260,2025/T06,646,47782666.64259998,42960987.74199994,0,0
1193678000261,2025/T06,0,0.0,0.0,0,0
1193678000263,2025/T06,32,2445333.3313,2668357.5328,0,0
1193678000266,2025/T06,0,0.0,0.0,0,0
1193678000267,2025/T06,0,0.0,0.0,0,0
1193678000269,2025/T06,0,0.0,0.0,0,0
1193680000205,2025/T06,0,0.0,0.0,0,0
1193680000110,2025/T06,245,25666681.91409999,23314170.10179997,24,2200000
1193680000210,2025/T06,2640,28615961.8566,23980259.45399999,0,0
1193680000212,2025/T06,20505,175377428.7793002,150443052.4800001,0,0
1193680000135,2025/T06,183,24869523.81120001,21980962.28220003,50,6149000
1193680000213,2025/T06,3387,13860742.8693,13241556.77189999,19,4679700
1193680000173,2025/T06,0,0.0,0.0,0,0
1193680000291,2025/T06,2493,37455238.05559997,37388759.28430007,35,16537500
1193681000191,2025/T06,28072,198859266.5696997,167916880.7552003,0,0
1193681000193,2025/T06,1955,19664234.29360001,19349500.133,80,23324720
1193681000194,2025/T06,6662,19058285.65809998,15694262.80020001,0,0
1193688001295,2025/T06,16698,10652999.63649999,9303097.727099972,10,585000
1193681000196,2025/T06,2676,37727271.47099999,37987013.55929996,0,0
1193681000197,2025/T06,162542,464247988.921799,459211754.1634996,247,44059860
1193681000198,2025/T06,2629,24438323.75980001,23580277.72989997,52,13832000
1193681000199,2025/T06,0,0.0,0.0,0,0
1193681000200,2025/T06,2386,17476895.2789,16499608.02720001,0,0
1193681000201,2025/T06,11427,198660533.2511998,197040729.9336002,57,28898772
1193681000202,2025/T06,0,0.0,0.0,0,0
1193681000203,2025/T06,5381,18715601.91940001,18216324.379,105,11195415
1193681000205,2025/T06,5420,56755929.59010014,53725542.15620003,180,52480620
1193681000206,2025/T06,21643,95547173.1917002,93565575.6151998,1122,72643824
1193681000207,2025/T06,34822,142453333.4236001,139811591.3925001,2902,367824600
1193681000208,2025/T06,100,123809.5222,90683.97,0,0
1193681000209,2025/T06,2037,11389866.64619999,10344941.5486,99,26350632
1193681000210,2025/T06,76275,526625666.5492017,525892709.9232988,609,132311340
1193681000211,2025/T06,0,0.0,0.0,0,0
1193681000212,2025/T06,5272,47283314.29350007,49762880.84000014,240,74786400
1193681000213,2025/T06,0,0.0,0.0,0,0
1193681000214,2025/T06,37550,19669047.31160007,17696977.96759999,560,16631440
1193681000215,2025/T06,12241,4660952.468199997,3473014.111299996,42,804384
1193681000216,2025/T06,4816,11990114.25739999,10980479.0368,0,0
1193681000217,2025/T06,10269,78217171.35690007,68070099.16200006,1000,110880000
1193681000218,2025/T06,7372,3488327.719499995,3153256.4128,70,1878660
1193681000219,2025/T06,6925,75633809.64999998,68548239.33999991,0,0
1193681000388,2025/T06,12705,166710409.3767002,165412155.2295,0,0
1193681000224,2025/T06,4394,14113866.72069999,13153268.67919998,560,53970560
1193681000225,2025/T06,3589,21734782.88120002,21553704.75300003,562,107379092
1193681000226,2025/T06,2862,27796457.1217,27222015.45959999,167,46699713
1193681000229,2025/T06,3637,7945027.560200002,7914750.346900001,69,9596244
1193681000403,2025/T06,2257,19248969.5467,17811160.1743,31,7265997
1193681000231,2025/T06,2316,7058285.666300004,6416111.324000001,112,4562880
1193681000232,2025/T06,18055,8594285.889600009,8508426.890499994,80,3959920
1193681000233,2025/T06,1686,11692976.1572,10747172.2256,4,810348
1193681000236,2025/T06,31589,284272839.0478001,281679417.0093995,388,101752224
1193681000238,2025/T06,593,9186571.4267,8817448.2902,0,0
1193681000239,2025/T06,0,0.0,0.0,0,0
1193681000240,2025/T06,40190,26793333.96350002,23416039.79929994,450,27539550
1193681000241,2025/T06,2,4761.9048,4380.9334,0,0
1193681000242,2025/T06,559,8571333.3282,8181625.179,0,0
1193681000243,2025/T06,53022,222187710.7005998,204868575.8446996,0,0
1193681000245,2025/T06,42583,24292868.59969997,20945993.5284,0,0
1193681000248,2025/T06,1562,12102895.2406,11841470.14160001,18,4298400
1193681000249,2025/T06,1975,29500499.04130002,27966119.76009997,61,25394544
1193681000251,2025/T06,18158,67929003.49639998,62237778.82040006,175,17640000
1193688001294,2025/T06,15763,14106495.28019996,12835194.05400002,90,7694910
1193681000254,2025/T06,22844,138488966.6747998,134027028.2701999,431,80153070
1193681000255,2025/T06,5647,6656838.166499999,5447108.191800009,60,6412500
1193681000256,2025/T06,803,272777.1518000001,192720.0,0,0
1193681000257,2025/T06,7557,17992857.19180004,17353165.20680002,21,2602950
1193681000258,2025/T06,0,0.0,0.0,0,0
1193681000259,2025/T06,0,0.0,0.0,0,0
1193681000260,2025/T06,60277,1188166772.716802,1192306313.8535,1842,535596498
1193681000261,2025/T06,100838,984228492.9013994,921683046.0625997,2028,567105864
1193681000263,2025/T06,8497,25085560.29319995,22946214.57449999,43,2432768
1193681000264,2025/T06,2952,1672571.495700001,1311488.978399997,0,0
1193681000266,2025/T06,11472,30877752.38820001,29530462.95359996,0,0
1193681000267,2025/T06,4054,8671019.057500008,8429969.490799993,0,0
1193681000268,2025/T06,0,0.0,0.0,0,0
1193681000269,2025/T06,3276,578285.7487000005,535832.4408000004,10,181220
1193681000270,2025/T06,20719,165607511.4240996,164389454.3937998,564,132194832
1193681000271,2025/T06,15173,14450476.35720003,12762935.12319997,0,0
1193681000273,2025/T06,128124,385867730.5087005,367783996.9091998,10148,944198240
1193681000274,2025/T06,8118,1156314.031499999,1094449.488800002,6,258552
1193681000276,2025/T06,2491,11303314.3263,11070642.81800001,0,0
1193688001316,2025/T06,2296,6554285.796799986,5966162.359700007,0,0
1193681000278,2025/T06,8996,62307619.1110999,60990087.37200004,141,30164130
1193681000279,2025/T06,3774,8985714.324599998,7727820.145400006,100,7125000
1193681000281,2025/T06,7254,4779466.813700005,4734703.1982,42,2902410
1193681000282,2025/T06,22435,29795199.89330006,27952565.68399997,1250,34251250
1193681000328,2025/T06,0,0.0,0.0,0,0
1193681000329,2025/T06,0,0.0,0.0,0,0
1193681000333,2025/T06,8773,48571118.29919996,45809404.40060002,156,25266540
1193681000336,2025/T06,2411,4592385.706899997,4132615.899299996,0,0
1193681000337,2025/T06,2401,12679942.8409,13552670.4341,0,0
1193681000338,2025/T06,1586,10415714.3039,9633442.743200006,211,38039291
1193681000339,2025/T06,2959,12702733.294,12014791.22820001,404,49232248
1193681000341,2025/T06,2424,26100571.44430003,25682784.92730002,18,6007500
1193681000342,2025/T06,4494,31242419.04860009,30920593.98099997,67,14556420
1193681000343,2025/T06,0,0.0,0.0,0,0
1193681000347,2025/T06,989,16541497.1386,16302746.8643,12,5815200
1193681000349,2025/T06,30840,88078543.18489985,79253399.70959997,360,29159640
1193681000350,2025/T06,88656,858441244.9634018,854044615.2087001,3130,971771100
